suite,scenario,qid,expansion_id,dim,n_tb1_nodes,distance_ns
exact_match,10pct_e2,0,0,128,4,278
exact_match,10pct_e2,0,1,128,6,290
exact_match,10pct_e2,0,9,128,4,198
exact_match,10pct_e2,0,12,128,8,331
exact_match,10pct_e2,0,15,128,10,634
exact_match,10pct_e2,0,16,128,9,411
exact_match,10pct_e2,0,18,128,6,265
exact_match,10pct_e2,0,20,128,4,178
exact_match,10pct_e2,0,32,128,5,275
exact_match,10pct_e2,0,34,128,4,244
exact_match,10pct_e2,0,40,128,6,358
exact_match,10pct_e2,0,48,128,4,229
exact_match,10pct_e2,0,70,128,2,129
exact_match,10pct_e2,0,72,128,6,249
exact_match,10pct_e2,0,87,128,2,216
exact_match,10pct_e2,0,89,128,2,132
exact_match,10pct_e2,0,101,128,5,223
exact_match,10pct_e2,0,113,128,4,199
exact_match,10pct_e2,0,155,128,5,221
exact_match,10pct_e2,0,171,128,3,209
exact_match,10pct_e2,0,229,128,2,145
exact_match,10pct_e2,0,247,128,6,252
exact_match,10pct_e2,0,262,128,1,105
exact_match,10pct_e2,0,403,128,2,133
exact_match,10pct_e2,1,0,128,6,591
exact_match,10pct_e2,1,1,128,4,636
exact_match,10pct_e2,1,5,128,8,637
exact_match,10pct_e2,1,7,128,7,748
exact_match,10pct_e2,1,12,128,5,492
exact_match,10pct_e2,1,13,128,7,653
exact_match,10pct_e2,1,17,128,2,311
exact_match,10pct_e2,1,21,128,6,661
exact_match,10pct_e2,1,24,128,7,629
exact_match,10pct_e2,1,31,128,13,987
exact_match,10pct_e2,1,33,128,5,516
exact_match,10pct_e2,1,50,128,5,496
exact_match,10pct_e2,1,65,128,5,567
exact_match,10pct_e2,1,66,128,5,417
exact_match,10pct_e2,1,67,128,8,623
exact_match,10pct_e2,1,76,128,7,649
exact_match,10pct_e2,1,77,128,4,353
exact_match,10pct_e2,1,104,128,3,361
exact_match,10pct_e2,1,111,128,7,435
exact_match,10pct_e2,1,128,128,7,357
exact_match,10pct_e2,1,174,128,2,410
exact_match,10pct_e2,1,175,128,5,433
exact_match,10pct_e2,1,184,128,5,515
exact_match,10pct_e2,1,205,128,7,729
exact_match,10pct_e2,1,289,128,2,410
exact_match,10pct_e2,1,479,128,12,1357
exact_match,10pct_e2,2,0,128,3,472
exact_match,10pct_e2,2,1,128,6,674
exact_match,10pct_e2,2,2,128,3,338
exact_match,10pct_e2,2,3,128,6,642
exact_match,10pct_e2,2,6,128,5,560
exact_match,10pct_e2,2,8,128,4,591
exact_match,10pct_e2,2,13,128,3,317
exact_match,10pct_e2,2,17,128,5,541
exact_match,10pct_e2,2,23,128,3,417
exact_match,10pct_e2,2,24,128,10,933
exact_match,10pct_e2,2,27,128,5,685
exact_match,10pct_e2,2,28,128,6,596
exact_match,10pct_e2,2,29,128,5,522
exact_match,10pct_e2,2,38,128,4,411
exact_match,10pct_e2,2,39,128,4,492
exact_match,10pct_e2,2,40,128,6,671
exact_match,10pct_e2,2,45,128,3,474
exact_match,10pct_e2,2,46,128,6,653
exact_match,10pct_e2,2,56,128,6,577
exact_match,10pct_e2,2,58,128,4,463
exact_match,10pct_e2,2,85,128,1,265
exact_match,10pct_e2,2,87,128,3,409
exact_match,10pct_e2,2,93,128,3,387
exact_match,10pct_e2,2,150,128,3,293
exact_match,10pct_e2,3,0,128,4,485
exact_match,10pct_e2,3,1,128,5,428
exact_match,10pct_e2,3,6,128,4,312
exact_match,10pct_e2,3,61,128,1,231
exact_match,10pct_e2,3,62,128,5,425
exact_match,10pct_e2,3,74,128,1,226
exact_match,10pct_e2,3,90,128,3,376
exact_match,10pct_e2,3,145,128,3,433
exact_match,10pct_e2,3,153,128,10,489
exact_match,10pct_e2,3,165,128,5,443
exact_match,10pct_e2,3,199,128,4,204
exact_match,10pct_e2,3,221,128,2,209
exact_match,10pct_e2,3,250,128,3,308
exact_match,10pct_e2,3,297,128,6,451
exact_match,10pct_e2,3,306,128,1,191
exact_match,10pct_e2,3,314,128,4,443
exact_match,10pct_e2,3,372,128,1,165
exact_match,10pct_e2,3,374,128,1,192
exact_match,10pct_e2,3,376,128,3,144
exact_match,10pct_e2,3,433,128,3,235
exact_match,10pct_e2,3,508,128,3,330
exact_match,10pct_e2,3,566,128,7,687
exact_match,10pct_e2,3,568,128,2,318
exact_match,10pct_e2,4,0,128,7,687
exact_match,10pct_e2,4,1,128,7,718
exact_match,10pct_e2,4,3,128,4,483
exact_match,10pct_e2,4,4,128,5,493
exact_match,10pct_e2,4,5,128,7,926
exact_match,10pct_e2,4,6,128,9,1009
exact_match,10pct_e2,4,8,128,2,396
exact_match,10pct_e2,4,9,128,11,1038
exact_match,10pct_e2,4,10,128,5,710
